-279.053,4.028,-8.392,10.681
-304.321,4.028,-9.155,11.826
-318.604,4.028,-9.918,11.826
-324.463,4.028,-9.155,11.444
-325.195,4.395,-8.392,10.681
-299.561,5.127,-8.011,11.063
-271.729,4.395,-7.629,10.681
-231.079,4.028,-7.248,9.537
-187.866,4.028,-4.959,8.011
-139.893,3.662,-3.052,6.485
-91.553,3.296,0,4.196
-36.255,2.563,381,2.289
18.677,1.831,2.289,763
69.946,1.099,4.196,-1.144
126.343,1.099,6.104,-3.052
176.147,1.099,8.011,-4.578
221.191,732,9.537,-6.485
258.911,366,11.063,-8.011
287.476,732,12.589,-9.537
311.279,366,13.351,-10.681
323.730,-366,14.114,-11.444
327.759,-732,14.114,-12.207
329.224,-732,13.733,-11.063
329.224,-732,12.589,-10.681
321.167,-366,12.970,-11.063
294.067,0,12.207,-9.537
262.939,366,11.444,-8.392
226.685,732,9.918,-6.866
180.908,1.099,8.392,-4.578
133.667,1.831,6.104,-2.670
83.862,2.563,4.196,-1.144
25.635,2.197,2.289,381
-31.494,3.662,381,2.670
-85.327,3.662,-1.144,4.578
-138.062,4.028,-3.052,6.104
-186.035,4.028,-4.959,8.011
-228.516,4.028,-6.485,9.537
-264.771,4.395,-7.629,10.300
-293.335,4.028,-8.774,11.063
-313.477,4.028,-9.537,11.444
-322.266,4.028,-9.918,11.826
-325.928,4.028,-9.155,11.444
-313.843,4.761,-8.392,10.681
-287.109,4.761,-8.392,10.681
-252.319,4.028,-7.248,9.918
-209.839,4.028,-5.722,9.537
-161.499,3.662,-4.196,7.248
-113.892,3.662,-1.907,5.341
-64.453,2.563,-381,3.052
-11.719,1.831,1.526,1.907
47.241,1.465,3.433,-381
104.004,1.099,4.959,-1.526
149.780,1.099,6.866,-3.815
196.289,1.099,8.774,-4.959
238.403,732,10.300,-7.248
273.560,1.465,11.826,-8.774
299.194,0,12.970,-10.300
318.604,0,13.733,-11.063
325.928,-732,14.114,-11.826
328.857,-732,14.114,-11.444
329.590,-366,13.733,-10.681
328.857,-732,12.970,-10.300
308.716,0,12.970,-10.300
282.349,366,11.444,-9.155
242.432,366,10.681,-7.248
200.684,732,9.155,-5.722
156.372,1.099,7.248,-3.433
106.567,1.831,4.959,-2.289
53.467,3.296,3.815,-381
1.099,4.028,1.907,1.907
-57.495,3.296,-381,3.433
-112.793,4.395,-2.289,5.341
-162.598,4.028,-4.196,6.866
-206.909,4.395,-5.341,8.774
-246.826,4.395,-7.248,9.918
-278.320,4.028,-8.392,10.681
-303.223,4.028,-9.155,11.444
-318.604,4.028,-9.918,11.826
-324.463,4.028,-9.537,11.444
-325.562,4.395,-8.392,11.063
-299.927,5.493,-8.392,10.681
-272.095,4.028,-7.629,10.681
-230.713,4.028,-7.248,9.537
-189.331,4.028,-4.578,8.011
-140.991,3.662,-3.052,6.485
-93.018,2.930,-763,4.196
-39.185,2.563,381,2.289
17.944,1.831,1.907,763
72.144,1.099,4.578,-763
128.174,1.099,6.104,-2.670
177.612,732,8.011,-4.578
219.727,732,9.537,-6.485
258.545,366,11.063,-7.629
286.743,732,12.207,-9.537
310.181,366,13.351,-11.063
322.998,-366,13.733,-11.063
327.393,-732,14.114,-12.207
329.224,-732,13.733,-11.063
328.857,-732,12.589,-10.300
321.899,-366,13.351,-10.681
294.434,0,12.207,-10.300
262.573,366,11.444,-8.774
221.924,732,9.918,-6.104
176.880,1.099,8.392,-4.196
131.470,1.465,6.104,-2.289
86.060,3.662,4.196,-1.526
27.832,1.831,2.289,381
-29.297,4.028,1.144,2.289
-82.764,3.662,-1.144,4.196
-135.864,4.028,-3.052,6.104
-183.838,4.028,-4.196,7.629
-227.051,4.028,-6.485,9.155
-263.672,4.028,-8.011,10.300
-292.603,4.028,-8.774,11.063
-313.110,4.028,-9.537,11.826
-322.266,4.028,-9.918,11.826
-325.562,4.028,-9.155,11.444
-315.308,4.395,-8.392,10.300
-288.208,4.761,-8.392,11.063
-254.517,4.028,-7.629,9.918
-212.036,4.028,-6.104,9.155
-163.696,3.662,-4.578,7.248
-116.089,3.662,-1.907,5.722
-67.017,2.930,-381,3.433
-13.916,1.831,1.526,1.907
45.410,1.465,3.433,-381
101.440,1.099,5.341,-2.289
154.541,732,6.866,-3.433
201.782,732,8.774,-5.722
241.699,366,10.300,-7.248
271.729,366,11.826,-9.155
298.462,-366,12.970,-9.918
317.505,0,13.733,-11.063
325.195,-366,14.114,-11.826
328.857,-366,14.114,-11.444
329.224,-366,13.351,-10.681
328.125,-732,12.970,-10.300
309.082,366,12.970,-10.300
280.884,732,11.826,-9.155
243.530,2.930,10.681,-4.578
225.952,1.099,6.104,-4.196
186.035,1.099,5.722,-3.433
142.456,1.099,4.578,-2.670
100.342,1.099,3.815,-1.907
52.002,1.099,3.052,-381
-26.001,1.099,1.907,0
-106.934,1.831,763,2.289
-180.176,1.465,-1.144,4.196
-240.601,1.831,-3.052,5.722
-301.392,1.831,-4.578,6.866
-355.591,1.831,-5.722,7.629
-357.422,1.465,-6.104,7.629
-357.788,1.465,-5.722,7.248
-357.788,1.099,-5.722,7.248
-338.379,1.099,-5.722,7.248
-303.589,1.465,-4.959,6.866
-266.235,1.099,-4.196,6.104
-221.558,1.465,-3.052,5.341
-176.880,1.099,-2.289,4.578
-132.935,1.099,-1.526,3.433
-93.384,1.099,-381,2.670
-53.101,1.099,381,1.526
-4.028,1.099,1.144,763
50.903,1.099,1.907,381
122.681,1.099,2.670,-381
179.077,1.099,4.578,-1.144
220.825,1.099,6.104,-3.433
256.714,732,6.866,-4.578
287.842,1.099,7.629,-5.341
310.913,1.099,8.011,-6.104
330.688,732,8.392,-6.485
344.238,732,8.774,-6.866
350.830,1.099,8.774,-7.248
351.196,732,8.774,-7.248
347.900,732,8.774,-6.866
335.449,732,8.392,-6.485
313.110,732,8.011,-6.104
283.081,1.099,7.629,-4.959
242.432,1.099,6.485,-4.196
195.190,1.099,5.722,-3.433
149.414,1.099,4.959,-2.289
105.835,1.099,3.815,-1.526
37.354,1.099,2.670,-381
-35.156,1.465,1.907,0
-117.188,1.465,763,2.670
-189.331,1.465,-1.526,4.196
-251.953,1.465,-3.433,5.722
-315.674,1.831,-4.959,6.866
-374.268,1.099,-6.104,7.248
-375.732,1.465,-5.722,7.248
-372.070,1.099,-5.722,7.629
-341.309,1.099,-5.341,7.248
-302.856,1.465,-4.578,6.485
-261.108,1.465,-3.815,5.722
-219.727,1.099,-2.670,4.959
-179.443,1.099,-1.907,3.815
-143.188,1.099,-1.526,3.052
-111.328,1.099,-381,2.670
-80.566,1.099,0,1.907
-47.974,1.099,763,1.526
-13.184,1.099,1.144,763
24.170,1.099,1.526,0
84.595,1.099,2.289,-381
150.146,1.099,3.433,-763
192.261,1.099,5.341,-2.289
227.783,1.099,6.104,-3.433
260.010,732,6.485,-4.578
286.377,732,7.248,-4.959
314.575,1.099,7.629,-5.722
339.844,732,8.392,-6.104
359.985,732,8.774,-6.866
374.634,732,9.155,-7.248
377.930,732,9.155,-7.248
377.197,732,9.155,-7.248
367.310,732,8.774,-6.485
347.168,732,8.392,-6.104
315.308,1.099,8.011,-5.341
274.658,1.099,6.866,-4.578
225.586,1.465,6.104,-3.433
176.147,1.099,5.341,-2.670
132.568,1.099,4.196,-1.907
86.060,1.465,3.433,-763
3.296,1.099,2.289,0
-78.735,1.465,1.526,1.144
-162.231,1.099,0,3.433
-226.685,1.465,-2.670,5.341
-290.405,1.465,-3.815,6.104
-355.591,1.831,-4.959,7.248
-230.713,1.465,-4.196,7.629
-64.453,1.099,-763,4.578
-5.493,1.099,1.144,1.526
13.916,1.099,1.526,763
18.311,1.099,1.526,0
18.311,1.099,1.907,0
16.113,1.099,1.907,0
10.986,1.099,1.907,0
5.127,1.099,1.907,0
1.465,1.099,1.907,0
732,1.099,1.907,0
1.099,1.099,1.907,-381
732,1.099,1.907,0
732,1.099,1.907,0
732,1.099,1.907,0
1.099,1.099,1.907,-381
732,1.099,1.907,0
732,1.099,1.907,0
1.099,1.099,1.907,0
1.099,1.099,1.907,0
732,1.099,1.907,0
1.099,1.099,1.907,0
1.099,1.099,1.907,0
732,1.099,1.907,0
732,1.099,1.907,0
732,1.099,1.907,0
732,1.099,1.907,0
1.099,1.099,1.907,0
